REL_NUM_COMP_ALUNOS;ID_MOD_ATIV_COMPLEMENTAR;IDADE_MESES;TP_SEXO;TP_COR_RACA_PRETA;ID_ZONA_RESIDENCIAL;ID_N_T_E_P;EVADIU;filter_$
40;0;186;0;0;0;1;0;0
40;0;197;0;0;0;0;0;1
37;0;198;0;0;1;1;0;0
1389;0;213;0;0;0;0;0;0
1389;0;208;0;0;0;0;0;0
1389;0;209;0;0;0;0;0;1
1038;0;224;1;0;0;0;0;0
1038;0;192;0;0;0;0;1;1
1038;0;238;0;1;1;0;0;0
1038;0;190;0;0;0;0;1;0
1038;0;200;0;0;0;0;0;0
1038;0;243;0;0;1;0;1;0
1038;0;190;1;0;0;0;0;0
787;0;220;1;0;0;0;1;0
787;0;227;0;0;0;1;1;0
1389;0;208;1;0;0;0;0;1
1389;0;242;1;0;0;0;0;0
1038;0;188;0;0;0;0;0;0
787;0;194;0;0;0;1;0;0
1389;0;253;0;0;0;0;1;0
1038;0;226;1;0;0;0;1;0
1038;0;219;1;0;0;0;1;1
1038;0;240;0;1;1;0;0;0
1038;0;325;1;0;1;1;1;0
1038;0;230;1;0;0;0;0;0
1038;0;202;1;0;0;0;1;0
1038;0;225;1;0;1;1;0;0
1038;0;253;0;0;0;0;1;0
1038;0;250;1;0;0;0;1;0
1038;0;205;1;0;0;0;0;0
42;1;232;1;0;1;1;0;0
140;1;270;0;0;1;1;0;0
140;1;242;1;0;0;0;1;0
140;1;241;1;0;0;0;0;0
42;1;288;0;0;1;1;0;0
140;1;231;0;0;0;0;0;0
140;1;272;1;0;0;1;0;0
140;1;225;1;0;0;0;0;0
140;1;225;1;0;0;0;0;0
103;1;238;1;0;0;1;0;1
103;1;201;1;0;0;1;0;0
103;1;192;1;0;0;1;0;1
29;1;179;0;0;0;0;0;0
29;1;173;0;0;0;0;0;0
29;1;210;1;0;0;0;1;1
28;0;190;0;0;0;0;0;0
28;0;230;1;0;0;1;1;0
51;1;213;0;0;0;0;0;0
51;1;188;1;0;0;1;1;0
51;1;205;0;0;0;1;0;0
28;0;183;0;0;0;0;0;0
28;0;197;0;0;0;0;0;1
28;0;216;1;0;0;1;0;1
167;1;177;0;0;0;0;0;0
308;0;183;0;0;0;0;0;0
308;0;191;0;0;0;0;0;0
55;0;183;0;0;1;1;0;0
55;0;202;1;0;1;1;0;0
180;1;231;1;0;0;0;1;0
180;1;236;0;0;0;0;0;1
180;1;241;1;0;0;0;0;0
180;1;238;1;0;0;0;1;0
180;1;212;0;0;0;0;0;0
180;1;244;1;0;0;0;1;0
167;1;207;0;0;1;1;0;0
167;1;227;0;0;0;0;1;0
167;1;205;0;0;0;0;0;1
167;1;235;0;0;0;0;0;0
163;0;216;1;0;0;1;0;0
163;0;243;1;0;0;0;0;0
167;1;215;0;0;1;1;0;0
167;1;213;0;0;0;0;0;0
167;1;217;0;0;1;1;1;0
167;1;206;0;0;0;0;1;0
167;1;194;0;0;1;1;1;1
73;1;189;1;0;0;1;0;0
73;1;208;1;0;0;1;0;0
73;1;201;1;0;0;0;0;0
73;1;188;1;0;0;0;0;0
73;1;192;0;0;0;1;0;0
73;1;183;1;0;0;0;0;0
145;0;192;0;0;1;1;0;0
145;0;196;0;0;1;1;0;0
145;0;202;0;0;1;1;0;0
145;0;197;1;0;1;1;0;0
145;0;218;0;0;1;1;0;0
145;0;203;0;0;1;1;0;0
145;0;191;0;0;1;1;0;0
145;0;186;1;0;0;1;0;0
145;0;192;0;0;0;0;0;0
145;0;190;0;0;1;1;0;0
145;0;202;0;0;1;1;0;1
145;0;186;0;0;1;1;0;0
145;0;192;1;0;1;1;0;0
145;0;193;1;0;1;1;0;0
74;0;194;0;0;1;1;0;1
74;0;188;1;0;1;1;0;0
145;0;189;0;0;0;0;0;1
145;0;233;0;0;1;1;0;0
29;0;206;0;0;0;0;0;0
29;0;197;0;0;0;0;0;0
29;0;201;0;0;0;1;0;0
74;0;186;1;0;1;1;0;1
74;0;203;1;0;1;1;0;0
74;0;193;0;0;1;1;0;0
145;0;219;0;0;0;0;0;0
145;0;248;0;0;0;0;1;0
145;0;229;0;0;0;0;0;0
145;0;180;0;0;0;0;0;1
145;0;192;0;0;0;0;0;0
145;0;196;1;0;0;0;0;0
145;0;231;1;0;0;0;0;0
83;0;203;0;0;1;1;1;0
2254;1;212;0;0;0;0;0;0
2254;1;193;1;0;1;1;0;0
2254;1;186;1;0;1;1;0;0
83;0;191;0;0;1;1;0;0
83;0;210;0;0;1;1;0;0
83;0;186;0;0;0;0;0;0
83;0;188;0;0;1;1;0;0
83;0;207;0;0;1;1;0;0
2254;1;225;0;0;1;1;0;0
83;0;187;0;0;1;1;0;0
83;0;178;1;0;1;1;0;1
2254;1;197;0;0;1;1;0;0
2254;1;229;1;0;1;1;1;0
2254;1;213;1;0;1;1;0;0
2254;1;220;0;0;1;1;1;0
2254;1;248;0;0;1;1;0;0
2254;1;241;1;0;1;1;1;0
2254;1;219;0;0;1;1;1;0
2254;1;277;0;0;1;1;1;0
2254;1;251;1;0;1;1;1;0
83;0;183;0;0;1;1;0;0
83;0;210;1;0;0;1;0;0
83;0;213;1;0;0;0;0;0
2254;1;208;0;0;1;1;0;0
2254;1;213;0;0;1;1;1;0
2254;1;244;0;0;1;1;0;0
83;0;198;1;0;0;0;0;0
83;0;196;0;0;0;0;1;0
83;0;206;0;0;0;0;0;0
83;0;206;1;0;0;0;0;0
83;0;198;1;0;0;0;0;1
83;0;192;0;0;1;1;0;0
83;0;189;0;0;1;1;0;0
83;0;185;0;0;1;1;0;0
83;0;187;1;0;1;1;0;0
83;0;194;1;0;1;1;0;0
32;0;190;0;0;1;1;0;0
32;0;208;0;0;1;1;0;0
32;0;231;1;0;1;1;1;0
28;0;232;1;0;1;1;0;0
28;0;188;0;0;0;0;0;0
28;0;259;0;0;1;1;0;0
28;0;180;0;0;0;0;0;0
114;0;197;0;0;1;0;0;0
114;0;187;0;0;0;0;0;1
114;0;198;0;0;1;0;0;0
114;0;208;0;0;1;0;0;0
114;0;183;1;0;0;0;1;0
114;0;190;0;0;0;0;0;0
114;0;202;1;0;0;0;0;0
116;0;203;0;0;1;1;0;0
114;0;199;0;0;0;0;1;0
114;0;198;0;0;0;0;1;0
116;0;203;1;0;1;1;0;0
116;0;193;1;0;1;1;0;0
32;0;270;0;0;1;1;1;0
32;0;297;0;0;1;1;0;0
116;0;408;0;0;1;1;1;0
116;0;322;1;0;1;1;0;0
32;0;188;0;0;0;0;0;0
116;0;211;0;0;0;0;0;0
32;0;251;1;0;0;0;1;0
32;0;334;0;0;1;1;1;0
32;0;243;0;0;0;0;0;0
32;0;220;1;0;0;0;1;0
21;0;182;1;0;1;1;0;0
116;0;227;1;0;1;1;0;0
116;0;394;0;0;1;1;1;0
116;0;202;0;0;1;1;1;0
116;0;240;1;0;1;1;0;0
57;1;194;1;0;1;1;0;0
57;1;230;1;0;1;1;0;1
57;1;182;1;0;1;1;0;0
39;1;198;1;0;1;1;0;0
39;1;200;0;0;1;1;0;0
39;1;197;0;0;1;1;0;0
39;1;204;1;0;1;1;0;0
35;1;187;1;0;1;1;0;0
35;1;198;0;0;1;1;0;0
39;1;205;1;0;1;1;0;0
35;1;211;0;0;1;1;0;0
39;1;191;0;0;1;1;1;0
35;1;192;1;0;1;1;0;0
39;1;191;1;0;1;1;0;0
39;1;197;1;0;1;1;0;0
39;1;191;0;0;1;1;0;0
30;0;187;1;0;1;1;0;0
30;0;197;1;0;1;1;0;0
60;0;188;0;0;1;1;0;0
60;0;195;1;0;1;1;0;0
60;0;211;1;0;1;1;0;0
60;0;184;1;0;1;1;0;0
318;0;259;0;0;0;1;0;0
30;0;187;0;0;1;1;0;0
39;1;188;0;0;1;1;0;0
318;0;377;0;0;0;0;0;1
73;0;245;1;0;0;1;1;1
123;1;211;1;0;0;0;1;0
59;1;196;0;0;1;1;0;0
59;1;219;1;0;1;1;1;0
59;1;207;0;0;1;1;0;0
59;1;217;1;0;1;1;0;0
59;1;209;1;0;1;1;1;0
59;1;211;1;0;1;1;0;0
139;0;236;0;0;1;1;0;0
139;0;191;1;0;1;1;0;0
91;0;196;1;0;1;1;0;0
26;1;214;0;0;1;1;0;1
91;0;207;0;0;1;1;0;1
91;0;195;0;0;1;1;0;0
91;0;197;0;0;1;1;0;0
59;1;217;0;0;1;1;0;0
91;0;238;0;0;1;1;0;0
59;1;194;1;0;0;1;0;0
59;1;183;0;0;1;1;0;0
139;0;205;1;0;1;1;0;0
59;1;188;1;0;1;1;0;0
59;1;189;1;0;1;1;1;0
59;1;186;0;0;1;1;0;0
108;0;186;0;0;1;1;0;0
63;0;197;1;0;0;0;0;0
63;0;190;0;0;0;1;1;0
108;0;198;1;0;1;1;0;0
108;0;188;0;1;1;1;0;0
108;0;199;1;0;1;1;0;0
63;0;201;0;0;0;1;0;0
63;0;220;1;0;0;1;0;0
25;0;188;1;0;1;1;0;0
25;0;213;1;0;1;1;0;1
25;0;194;1;0;1;1;0;0
108;0;181;1;0;1;1;0;0
63;0;366;0;0;0;1;0;0
410;0;184;0;0;1;1;0;0
410;0;176;0;0;1;1;1;1
199;0;197;0;0;0;0;1;0
965;1;243;0;0;0;0;1;1
199;0;186;1;0;0;0;1;0
199;0;394;0;0;0;0;1;0
965;1;190;1;0;1;1;0;0
287;0;201;0;0;0;1;0;0
287;0;191;1;0;0;0;0;0
70;1;237;1;0;1;1;0;0
70;1;189;0;0;1;1;0;0
70;1;256;0;0;1;1;0;0
189;1;247;1;0;0;0;0;0
189;1;186;0;0;0;1;0;0
60;1;250;1;0;0;1;1;1
60;1;201;1;0;0;0;0;0
60;1;177;0;0;0;0;0;0
60;1;205;0;0;1;0;0;0
23;0;202;1;0;1;1;0;0
49;0;209;0;0;1;1;0;0
23;0;198;1;0;0;0;0;0
23;0;186;0;0;1;1;0;0
23;0;225;1;0;0;0;1;0
20;1;193;0;0;0;0;0;0
20;1;198;1;0;0;0;0;0
20;1;262;0;0;0;0;0;0
76;1;194;1;0;1;1;0;0
51;0;198;0;0;1;1;0;0
51;0;188;0;0;1;1;0;0
51;0;195;1;0;1;1;0;0
51;0;183;1;0;1;1;0;0
51;0;183;1;0;0;0;0;1
57;1;188;0;0;0;0;0;0
57;1;181;0;0;0;0;0;1
51;0;195;1;0;1;1;0;0
51;0;191;1;0;1;1;0;0
57;1;177;0;0;0;0;0;0
57;1;209;1;0;0;0;0;0
57;1;181;0;0;0;0;0;0
57;1;205;0;0;0;0;0;0
76;1;188;0;0;1;1;1;0
76;1;210;0;0;1;1;0;1
76;0;194;1;0;1;1;0;0
76;0;190;0;0;0;1;0;0
51;0;194;0;0;1;1;0;0
51;0;225;1;0;1;1;0;0
51;0;180;1;0;0;1;0;0
76;0;192;0;0;1;1;0;0
51;0;217;0;0;1;1;0;0
44;1;190;0;0;1;1;0;1
76;0;202;1;0;0;0;0;0
44;1;203;0;0;1;1;0;0
76;0;199;0;0;1;1;0;0
76;0;241;1;0;1;1;0;1
40;1;201;1;0;0;1;0;0
44;1;205;0;0;1;1;0;0
44;1;188;1;0;1;1;0;0
62;0;208;1;0;1;1;0;0
173;0;199;0;0;0;0;0;0
173;0;202;1;1;1;1;0;0
173;0;197;0;0;1;1;0;0
173;0;193;0;0;1;1;0;0
62;0;223;1;0;1;1;0;0
62;0;216;1;0;1;1;0;0
62;0;182;1;0;1;1;0;0
62;0;208;1;0;1;1;0;0
62;0;207;1;0;1;1;0;0
62;0;231;1;0;1;1;1;0
53;0;199;1;0;0;1;0;0
53;0;187;0;0;0;0;0;0
62;0;211;0;0;1;1;0;0
81;1;209;0;0;1;1;0;0
56;0;192;0;0;1;0;0;1
56;0;197;0;0;0;0;1;0
56;0;198;1;0;0;0;0;0
56;0;193;1;0;1;1;1;0
62;0;218;0;0;1;1;0;0
56;0;198;0;0;1;1;0;0
35;0;192;0;0;0;1;0;0
35;0;183;0;0;0;1;0;0
193;0;196;1;0;0;1;0;1
193;0;187;0;0;1;1;0;0
193;0;196;0;0;1;1;0;0
81;1;249;1;0;1;1;1;0
35;0;194;1;0;1;1;0;0
193;0;196;0;0;0;0;0;0
35;0;187;0;0;0;0;0;0
35;0;184;1;0;0;0;0;0
135;0;186;0;0;0;0;0;0
55;0;209;0;0;0;0;0;0
55;0;211;1;0;0;0;1;0
55;0;199;1;0;0;1;0;0
55;0;194;1;0;0;1;0;0
55;0;209;1;0;0;1;0;0
55;0;207;0;0;0;1;0;0
140;0;276;0;0;0;0;1;0
140;0;178;1;0;0;1;0;0
77;0;188;0;0;1;1;0;0
77;0;178;0;0;1;1;0;0
77;0;199;0;0;1;1;0;0
77;0;203;0;0;1;1;0;0
77;0;197;0;0;1;1;0;1
77;0;186;1;0;1;1;0;0
77;0;198;0;0;1;1;0;0
25;0;266;0;0;0;0;0;0
77;0;183;0;0;1;1;0;0
25;0;211;1;0;0;1;0;0
107;0;173;0;0;1;1;0;0
107;0;209;1;0;0;0;0;0
57;1;186;0;0;1;1;0;0
107;0;201;0;1;1;1;0;0
57;1;184;1;0;1;1;0;0
57;1;172;1;1;1;1;0;0
57;1;187;0;0;1;1;0;0
57;1;176;0;0;1;1;0;0
57;1;182;0;0;0;1;0;0
77;0;176;0;0;1;1;0;0
77;0;202;0;0;1;1;0;1
107;0;214;0;0;1;1;0;1
54;0;209;0;0;1;0;0;0
54;0;208;0;0;1;1;0;0
54;0;207;1;0;1;1;0;0
54;0;200;0;0;1;1;0;1
107;0;199;1;0;1;1;0;0
40;0;292;1;0;0;1;1;0
40;0;247;1;0;0;1;1;0
107;0;255;1;0;0;0;1;0
54;0;203;1;0;1;1;0;0
54;0;199;0;0;0;0;1;0
54;0;243;1;0;0;0;0;0
40;0;213;0;0;0;1;0;1
54;0;189;0;0;0;0;0;0
54;0;211;0;0;0;1;1;0
54;0;229;1;0;1;1;1;0
40;0;238;0;0;0;1;0;0
40;0;249;0;0;0;1;0;1
40;0;365;0;0;0;1;1;0
40;0;235;1;0;0;1;1;0
40;0;203;0;0;0;1;0;0
40;0;288;1;0;0;1;0;0
61;0;198;0;0;1;1;0;0
61;0;191;1;0;1;1;0;0
61;0;177;1;0;1;1;0;1
61;0;177;1;0;1;1;0;0
109;0;191;1;0;0;0;0;0
525;0;181;0;0;0;0;0;0
14;1;200;0;0;1;1;0;0
14;1;187;1;0;1;1;0;0
14;1;197;1;0;1;1;0;0
1038;0;191;1;0;1;1;1;0
1309;1;208;0;0;1;1;0;0
1309;1;213;0;0;1;1;0;1
1309;1;190;1;0;1;1;0;0
1309;1;212;1;0;1;1;0;0
42;1;692;1;0;1;1;0;0
42;1;312;1;0;1;1;0;0
42;1;349;0;0;1;1;0;0
42;1;203;0;0;1;1;0;0
42;1;191;0;0;1;1;0;0
42;1;193;0;0;1;1;0;0
42;1;182;1;0;1;1;0;0
1038;0;231;1;0;1;1;0;0
116;0;193;0;0;1;1;0;0
116;0;211;0;0;1;1;0;0
1038;0;200;0;0;1;1;1;0
116;0;196;1;0;1;1;0;0
116;0;201;0;0;1;1;0;0
116;0;198;1;0;1;1;0;0
116;0;204;1;1;1;1;0;0
116;0;201;1;0;1;1;0;0
116;0;217;1;0;1;1;0;0
116;0;209;1;0;1;1;0;0
116;0;200;0;0;1;1;0;0
116;0;193;0;0;1;1;1;0
116;0;195;0;0;1;1;0;0
116;0;207;0;0;1;1;0;0
116;0;184;0;0;1;1;0;0
140;1;228;1;0;0;0;0;0
99;0;208;0;0;1;1;1;0
99;0;196;0;0;0;0;0;1
99;0;184;1;0;0;0;0;0
99;0;180;1;0;0;0;0;0
99;0;218;1;0;0;0;1;1
99;0;204;0;0;0;0;0;1
99;0;188;0;0;0;0;0;1
99;0;201;0;0;0;0;0;1
99;0;248;0;0;0;0;1;0
360;0;190;0;0;1;1;0;0
39;1;282;1;0;0;0;1;0
39;1;200;1;0;1;1;0;0
39;1;191;0;0;0;0;1;0
90;0;195;0;0;0;0;0;0
90;0;203;0;0;0;0;0;0
140;1;191;1;0;1;0;0;0
140;1;208;0;0;0;0;0;0
140;1;203;0;0;0;0;0;0
111;0;186;0;0;0;0;0;0
111;0;193;0;0;0;0;0;0
111;0;181;0;0;0;0;0;0
111;0;201;0;0;0;0;0;0
111;0;181;0;0;0;0;0;0
111;0;223;0;0;0;1;0;0
111;0;209;0;0;1;0;0;0
167;1;172;0;0;1;1;0;0
167;1;190;0;0;1;1;0;0
53;0;186;1;0;0;0;0;0
53;0;185;0;0;1;1;0;0
53;0;192;1;0;0;0;0;0
53;0;181;0;0;0;0;0;0
180;1;200;0;0;1;1;0;1
180;1;218;0;0;0;0;0;0
49;1;191;0;0;0;0;0;1
49;1;204;0;0;1;1;0;0
49;1;188;0;0;1;1;0;0
29;0;193;0;0;1;1;0;0
29;0;195;0;0;1;1;0;0
29;0;229;0;0;1;1;0;0
167;1;192;0;0;0;1;1;0
167;1;187;0;0;1;1;0;0
163;0;188;1;0;0;1;0;0
163;0;189;0;0;0;0;1;0
163;0;195;0;0;0;1;0;0
163;0;191;1;0;0;0;0;0
163;0;191;1;0;0;0;0;0
163;0;198;1;0;0;0;0;0
145;0;190;1;0;1;1;0;1
145;0;188;1;0;1;1;0;0
145;0;185;0;0;1;1;0;0
167;1;186;0;0;1;1;0;0
49;1;186;0;0;1;1;0;0
49;1;182;0;0;1;1;0;0
49;1;190;1;0;1;1;0;0
167;1;181;0;0;1;1;0;0
167;1;186;0;0;1;1;0;0
29;0;184;0;0;1;1;0;0
29;0;197;1;0;1;1;0;0
29;0;219;0;0;1;1;0;0
129;0;179;1;0;1;1;0;0
129;0;195;1;0;1;1;0;0
95;0;204;0;0;1;1;0;0
95;0;205;1;0;1;1;0;1
129;0;189;0;0;1;1;0;0
129;0;188;0;0;1;1;0;0
95;0;192;0;0;1;1;0;0
129;0;226;1;0;0;1;1;0
145;0;184;1;0;1;1;0;0
129;0;194;0;0;0;1;0;0
95;0;243;1;0;1;1;0;0
95;0;221;1;0;1;1;1;0
21;0;259;1;0;1;1;0;0
21;0;576;0;0;1;1;0;0
21;0;248;1;0;1;1;1;0
21;0;232;0;0;0;1;0;1
21;0;242;1;0;0;1;1;0
21;0;231;1;0;1;1;1;0
21;0;239;0;0;1;1;1;0
21;0;249;1;0;1;1;1;0
129;0;169;1;0;0;0;0;0
129;0;238;0;0;0;0;0;0
129;0;217;0;0;0;0;0;0
145;0;209;1;0;0;0;0;0
33;1;190;0;0;0;0;0;0
145;0;177;1;0;1;1;0;0
145;0;174;0;0;0;0;0;0
145;0;176;1;0;0;0;0;0
145;0;189;0;0;0;0;0;1
145;0;163;1;0;1;1;0;0
33;1;219;0;0;0;0;1;0
74;0;189;1;0;1;1;0;0
74;0;181;0;0;1;1;0;0
74;0;209;1;0;1;1;0;0
145;0;201;0;0;0;0;0;0
145;0;191;1;1;1;1;1;1
145;0;222;1;0;0;0;0;0
145;0;276;1;0;0;0;1;0
145;0;196;0;0;1;1;0;0
145;0;208;1;0;1;1;0;0
145;0;192;0;0;1;1;0;0
145;0;221;0;0;1;1;0;0
145;0;207;1;0;1;1;0;0
145;0;197;0;0;1;1;0;0
145;0;186;0;0;1;1;0;0
83;0;182;0;0;0;0;0;0
53;0;190;0;0;1;1;1;1
53;0;197;0;0;1;1;0;0
53;0;204;0;0;1;1;0;0
53;0;195;1;0;1;1;1;0
53;0;184;0;0;1;1;0;0
83;0;202;0;0;0;0;1;0
53;0;224;1;0;1;1;0;0
83;0;186;0;0;0;1;0;0
53;0;221;0;0;1;1;0;1
83;0;187;1;0;0;0;1;0
83;0;190;1;0;0;0;0;0
83;0;179;0;0;0;0;0;0
83;0;168;1;0;0;1;0;1
53;0;186;0;0;1;1;1;0
53;0;199;0;0;1;1;0;0
53;0;216;1;0;1;1;0;0
53;0;196;0;0;1;1;0;0
53;0;203;0;0;1;1;1;1
34;0;188;0;0;1;1;0;0
34;0;190;1;0;1;1;0;0
34;0;180;1;0;1;1;0;0
34;0;196;1;0;1;1;0;0
34;0;196;0;0;1;1;0;1
34;0;195;0;0;1;1;0;0
114;0;183;0;0;0;0;0;0
114;0;185;0;0;1;1;0;0
114;0;182;0;0;1;1;0;0
114;0;186;1;0;1;1;0;0
114;0;198;0;0;0;0;0;0
28;0;320;0;0;1;1;0;0
28;0;219;1;0;1;1;1;0
28;0;230;1;0;1;1;1;0
114;0;190;1;0;1;1;0;0
114;0;189;0;0;0;1;0;0
114;0;189;1;0;1;1;0;0
114;0;200;0;0;1;1;0;0
114;0;206;0;0;1;1;0;0
32;0;204;1;0;0;0;1;0
116;0;257;1;0;1;1;1;0
32;0;223;1;0;0;0;0;0
32;0;246;0;0;0;0;0;0
32;0;215;1;0;0;0;0;0
32;0;223;1;0;0;0;1;0
32;0;256;0;0;0;0;0;0
114;0;185;0;0;1;1;0;0
114;0;194;1;0;1;1;0;0
116;0;293;1;0;1;1;0;0
114;0;192;1;0;1;0;0;0
116;0;245;1;0;1;1;0;0
114;0;211;1;0;0;0;1;0
114;0;203;0;0;0;0;0;0
114;0;207;1;0;0;0;0;1
114;0;191;0;0;1;1;0;0
114;0;191;0;0;1;1;0;0
114;0;196;0;0;1;1;0;0
114;0;207;0;0;1;1;0;1
49;0;200;0;0;0;0;0;0
49;0;193;1;0;1;1;0;0
49;0;193;0;0;1;1;0;0
49;0;214;1;0;0;0;0;0
117;0;183;0;0;0;0;0;0
117;0;191;1;0;0;0;0;0
117;0;208;1;0;0;0;0;0
117;0;201;1;0;1;1;1;0
117;0;190;1;0;1;1;0;0
111;0;182;0;0;1;1;0;0
111;0;210;1;0;1;1;1;0
103;1;185;0;0;1;1;0;0
95;0;194;0;0;1;1;0;0
95;0;195;0;0;1;1;0;0
71;0;222;1;0;0;0;1;0
71;0;234;0;0;0;0;0;0
103;1;190;0;0;1;1;0;0
103;1;179;0;0;1;1;0;0
103;1;189;0;0;1;1;0;0
103;1;197;0;0;1;1;0;0
103;1;186;0;0;0;1;0;0
103;1;227;0;0;1;1;0;1
103;1;187;0;0;1;1;0;1
95;0;183;0;0;1;1;0;0
95;0;207;1;0;1;1;0;0
150;0;193;1;0;1;1;0;0
150;0;190;1;0;1;1;0;0
150;0;179;0;0;1;1;0;0
150;0;184;0;0;1;1;0;0
150;0;192;0;0;1;1;0;0
23;0;211;0;0;0;1;1;0
23;0;201;0;0;0;1;0;0
150;0;211;1;0;1;1;0;0
150;0;170;1;0;1;1;0;0
150;0;187;0;0;1;1;0;0
150;0;196;1;0;1;1;0;0
150;0;191;0;0;1;1;0;0
150;0;197;1;0;1;1;0;1
150;0;199;0;0;1;1;0;0
150;0;196;0;0;1;1;0;0
150;0;218;0;0;1;1;0;1
150;0;197;0;0;1;1;0;0
150;0;204;1;0;1;1;0;0
150;0;365;1;0;1;1;0;0
95;0;201;1;0;1;1;0;0
95;0;195;0;0;1;1;0;0
95;0;183;0;0;1;1;0;0
95;0;205;1;0;1;1;0;0
150;0;409;0;0;1;1;1;0
150;0;702;0;0;1;1;0;0
146;0;237;0;0;1;1;0;0
146;0;188;1;0;1;1;0;0
14;0;250;1;0;1;0;1;0
30;0;199;0;0;1;1;0;0
30;0;193;0;0;1;1;0;0
318;0;533;1;0;0;1;1;0
318;0;251;0;0;0;1;0;0
318;0;518;0;0;0;1;0;0
39;1;239;1;0;1;1;0;0
39;1;198;1;0;1;1;0;0
39;1;193;1;0;1;1;1;0
139;0;222;1;0;0;1;0;0
73;0;169;0;0;0;1;0;0
73;0;185;0;0;0;1;0;1
73;0;185;0;0;0;0;1;0
73;0;191;0;0;0;0;0;0
73;0;181;0;0;0;1;0;0
73;0;191;0;0;0;1;0;0
73;0;185;1;0;0;0;0;0
73;0;186;0;0;0;0;0;0
139;0;190;1;0;0;0;0;0
73;0;192;1;0;1;1;0;0
139;0;215;0;0;0;0;1;1
91;0;204;1;0;0;0;0;1
91;0;184;0;0;0;0;0;0
91;0;231;1;0;0;1;0;1
91;0;211;0;0;0;0;0;0
9;0;212;0;0;0;0;1;0
9;0;231;0;0;0;0;1;0
9;0;186;0;0;0;0;1;0
9;0;188;1;0;0;0;0;0
41;1;191;0;0;0;0;0;0
41;1;222;1;1;1;1;0;0
41;1;215;1;1;0;0;0;0
41;1;216;1;1;1;1;1;0
41;1;197;0;1;0;0;0;0
139;0;223;0;0;0;0;0;0
139;0;207;0;0;1;1;1;0
139;0;227;1;0;1;1;0;0
334;0;259;1;0;0;0;1;0
334;0;369;0;0;0;0;1;0
334;0;678;0;0;0;0;1;0
334;0;318;0;0;0;0;1;1
334;0;384;0;0;0;0;0;0
63;0;224;1;0;0;1;0;0
63;0;548;1;0;0;1;0;0
108;0;186;1;0;1;1;0;0
54;0;189;0;0;1;1;0;1
34;0;188;0;0;1;0;0;0
34;0;225;1;0;0;0;0;0
34;0;212;1;0;0;0;0;0
63;0;212;1;0;0;1;0;0
63;0;242;1;0;0;1;0;0
23;0;199;1;0;0;0;0;1
23;0;188;0;0;0;0;0;0
108;0;202;0;0;1;1;0;0
108;0;178;0;0;1;1;0;0
108;0;188;1;0;1;1;0;0
108;0;185;1;0;1;1;0;1
108;0;191;1;0;1;1;0;1
52;0;183;0;0;0;1;0;0
36;0;191;0;0;1;1;0;0
36;0;250;0;0;0;0;1;0
36;0;211;1;0;1;1;0;0
52;0;190;0;0;0;1;1;0
52;0;185;0;0;0;1;0;0
52;0;183;0;0;0;1;0;0
52;0;189;0;0;0;1;0;0
81;1;181;0;0;0;1;0;0
526;0;217;1;0;1;1;0;1
52;0;190;0;0;0;1;0;0
526;0;192;1;0;0;0;0;0
81;1;194;0;0;0;1;0;0
81;1;204;1;0;0;0;0;0
81;1;194;0;0;0;1;0;0
526;0;181;0;0;0;0;0;0
526;0;203;0;0;1;0;0;0
140;0;170;1;0;1;1;0;0
81;1;207;0;0;0;1;0;0
70;1;181;0;0;1;1;0;0
81;1;181;0;0;0;0;0;0
81;1;188;0;0;0;0;0;0
81;1;206;1;0;0;0;0;0
140;0;184;0;0;0;0;0;0
81;1;212;1;0;0;1;0;0
140;0;189;0;0;1;1;0;0
70;1;192;1;0;1;1;0;1
140;0;191;1;0;1;1;0;0
140;0;191;1;0;1;1;0;0
81;1;218;1;0;0;1;0;0
70;1;205;0;0;1;1;1;1
81;1;215;1;0;0;0;0;0
140;0;188;1;0;0;0;0;1
70;1;185;0;0;1;1;0;0
129;1;216;1;1;0;0;0;0
140;0;201;0;0;1;1;0;0
140;0;189;0;0;1;1;0;1
140;0;187;1;0;1;1;0;1
140;0;193;0;0;1;1;0;0
70;1;186;1;1;1;1;0;0
70;1;282;0;0;1;1;1;0
140;0;172;1;0;0;0;0;0
70;1;185;0;0;1;1;0;1
129;1;198;1;0;0;0;0;0
70;1;189;0;0;1;1;0;0
70;1;212;1;0;1;1;0;0
140;0;186;0;0;1;1;0;0
140;0;185;1;0;1;1;0;0
70;1;264;1;0;1;1;0;0
40;0;191;0;0;0;0;0;0
40;0;190;0;0;0;0;0;1
40;0;214;1;0;1;0;0;0
140;0;181;1;0;1;1;1;0
140;0;192;1;0;1;1;0;0
12;1;182;1;0;1;1;0;0
12;1;175;0;0;1;1;0;0
12;1;185;0;0;1;1;0;0
298;1;182;0;0;0;0;0;0
298;1;194;0;0;0;0;1;0
84;1;194;1;0;1;1;0;0
298;1;185;0;0;0;0;0;0
298;1;184;1;0;0;0;0;0
84;1;182;1;0;1;1;0;0
84;1;199;0;0;1;1;0;0
84;1;195;0;0;1;1;0;0
84;1;184;1;0;1;1;0;0
19;0;192;0;0;0;0;0;0
57;1;187;0;0;0;1;0;1
15;0;270;0;0;0;0;1;0
57;1;189;0;0;1;1;0;0
57;1;200;1;0;1;1;0;0
57;1;207;1;0;1;1;0;0
43;1;189;1;0;1;1;0;0
43;1;189;1;0;1;1;0;1
